"","X","sale_date","address","county","price","nfmp","vx","desc","year","price_adj","town","provence"
"386450",386546,"2019-09-09","4 slievemore view, belmullet, co mayo","mayo",145000,"No","No","Second-Hand Dwelling house /Apartment",2019,145000,"belmullet","connacht"
"389610",389707,"2019-09-26","knockshambo, belmullet, mayo","mayo",140000,"No","No","Second-Hand Dwelling house /Apartment",2019,140000,"belmullet","connacht"
"391063",391160,"2019-10-04","3 slieve mor view, belmullet, mayo","mayo",166000,"No","No","Second-Hand Dwelling house /Apartment",2019,166000,"belmullet","connacht"
"393564",393662,"2019-10-18","tallagh hill, belmullet, co mayo","mayo",235000,"No","No","Second-Hand Dwelling house /Apartment",2019,235000,"belmullet","connacht"
"393754",393852,"2019-10-21","corclough west, belmullet, co mayo","mayo",179000,"No","No","Second-Hand Dwelling house /Apartment",2019,179000,"belmullet","connacht"
"401398",401502,"2019-12-03","ballina rd, belmullet, co mayo","mayo",135000,"No","No","Second-Hand Dwelling house /Apartment",2019,135000,"belmullet","connacht"
"401983",402088,"2019-12-05","corclough west, belmullet, co mayo","mayo",160000,"No","No","Second-Hand Dwelling house /Apartment",2019,160000,"belmullet","connacht"
"403026",403132,"2019-12-10","the square, belmullet, co mayo","mayo",65000,"No","No","Second-Hand Dwelling house /Apartment",2019,65000,"belmullet","connacht"
"403435",403542,"2019-12-12","21 college park, logmore, belmullet mayo","mayo",95000,"No","No","Second-Hand Dwelling house /Apartment",2019,95000,"belmullet","connacht"
"405879",405987,"2019-12-19","11 achill view, church road, belmullet","mayo",110000,"No","Yes","New Dwelling house /Apartment",2019,124850,"belmullet","connacht"
"406308",406417,"2019-12-19","6 achill view, church road, belmullet","mayo",86000,"No","Yes","New Dwelling house /Apartment",2019,97610,"belmullet","connacht"
"410779",410893,"2020-01-31","14 cuan oisri, belmullet, mayo","mayo",155000,"No","No","Second-Hand Dwelling house /Apartment",2020,155000,"belmullet","connacht"
"411193",411307,"2020-02-03","37 college park, logmore, belmullet","mayo",170000,"No","No","Second-Hand Dwelling house /Apartment",2020,170000,"belmullet","connacht"
"416517",416636,"2020-03-16","knocknalina, broadhaven, belmullet","mayo",45000,"No","No","Second-Hand Dwelling house /Apartment",2020,45000,"belmullet","connacht"
"417959",418078,"2020-03-30","knockshambo, belmullet, mayo","mayo",178000,"No","No","Second-Hand Dwelling house /Apartment",2020,178000,"belmullet","connacht"
"417967",418086,"2020-03-30","morahan, belmullet, ballina","mayo",115500,"No","No","Second-Hand Dwelling house /Apartment",2020,115500,"belmullet","connacht"
"210",210,"2010-01-08","tirconnell street, ballyshannon","donegal",197000,"No","No","Second-Hand Dwelling house /Apartment",2010,197000,"ballyshannon","ulster"
"279",279,"2010-01-12","coocholly, ballyshannon, co. donegal.","donegal",80000,"No","No","Second-Hand Dwelling house /Apartment",2010,80000,"ballyshannon","ulster"
"1128",1128,"2010-01-29","sheegys, ballyshannon","donegal",430000,"No","No","Second-Hand Dwelling house /Apartment",2010,430000,"ballyshannon","ulster"
"2183",2183,"2010-02-22","1 riverside, cavangarden, ballyshannon","donegal",322135.29,"No","No","Second-Hand Dwelling house /Apartment",2010,322135.29,"ballyshannon","ulster"
"3953",3953,"2010-03-29","3 chapel street, ballyshannon","donegal",55000,"No","No","Second-Hand Dwelling house /Apartment",2010,55000,"ballyshannon","ulster"
"4372",4372,"2010-04-06","east port, ballyshannon","donegal",120000,"No","No","Second-Hand Dwelling house /Apartment",2010,120000,"ballyshannon","ulster"
"5439",5439,"2010-04-26","apt 4 bakers court, ballyshannon","donegal",140088,"No","Yes","New Dwelling house /Apartment",2010,158999.88,"ballyshannon","ulster"
"6995",6995,"2010-05-21","drumnagroagh, ballyshannon","donegal",299000,"No","No","Second-Hand Dwelling house /Apartment",2010,299000,"ballyshannon","ulster"
"8065",8065,"2010-06-10","75 st benildus ave, ballyshannon","donegal",27117,"Yes","No","Second-Hand Dwelling house /Apartment",2010,27117,"ballyshannon","ulster"
"8829",8829,"2010-06-23","11 woodlands, ballyshannon","donegal",130000,"No","No","Second-Hand Dwelling house /Apartment",2010,130000,"ballyshannon","ulster"
"9465",9465,"2010-07-01","carrickboy, ballyshannon","donegal",304000,"No","No","Second-Hand Dwelling house /Apartment",2010,304000,"ballyshannon","ulster"
"10614",10614,"2010-07-20","29 assaroe view, ballyshannon","donegal",155000,"No","No","Second-Hand Dwelling house /Apartment",2010,155000,"ballyshannon","ulster"
"14247",14247,"2010-09-14","22 benildus avenue, ballyshannon","donegal",50000,"No","No","Second-Hand Dwelling house /Apartment",2010,50000,"ballyshannon","ulster"
"18165",18165,"2010-11-17","45b st benildus ave, ballyshannon","donegal",20000,"No","No","Second-Hand Dwelling house /Apartment",2010,20000,"ballyshannon","ulster"
"25401",25401,"2011-04-21","kildoney glebe, ballyshannon","donegal",9650,"Yes","No","Second-Hand Dwelling house /Apartment",2011,9650,"ballyshannon","ulster"
"29001",29001,"2011-07-07","east port, ballyshannon","donegal",58000,"No","No","Second-Hand Dwelling house /Apartment",2011,58000,"ballyshannon","ulster"
"31725",31725,"2011-08-30","the battery, clyhore, ballyshannon","donegal",30000,"No","No","Second-Hand Dwelling house /Apartment",2011,30000,"ballyshannon","ulster"
"32195",32195,"2011-09-07","townparks, ballyshannon","donegal",153921,"No","Yes","New Dwelling house /Apartment",2011,174700.335,"ballyshannon","ulster"
"35665",35665,"2011-11-09","the abbey, ballyshannon","donegal",57815,"Yes","No","Second-Hand Dwelling house /Apartment",2011,57815,"ballyshannon","ulster"
"35742",35742,"2011-11-10","river orchard, abbey isle, ballyshannon","donegal",210000,"No","No","Second-Hand Dwelling house /Apartment",2011,210000,"ballyshannon","ulster"
"37288",37288,"2011-12-02","35, main street, ballyshannon","donegal",135000,"No","No","Second-Hand Dwelling house /Apartment",2011,135000,"ballyshannon","ulster"
"40219",40220,"2012-01-23","no.1 the mall, ballyshannon","donegal",1e+05,"No","No","Second-Hand Dwelling house /Apartment",2012,1e+05,"ballyshannon","ulster"
"41172",41173,"2012-02-10","tonery, ballymunterhiggin, ballyshannon","donegal",85000,"No","No","Second-Hand Dwelling house /Apartment",2012,85000,"ballyshannon","ulster"
"41714",41715,"2012-02-23","63 erne st, ballyshannon","donegal",27000,"No","No","Second-Hand Dwelling house /Apartment",2012,27000,"ballyshannon","ulster"
"42481",42482,"2012-03-07","askill, ballyshannon","donegal",128000,"No","No","Second-Hand Dwelling house /Apartment",2012,128000,"ballyshannon","ulster"
"42634",42635,"2012-03-09","carricknahorna, ballyshannon","donegal",88700,"No","No","Second-Hand Dwelling house /Apartment",2012,88700,"ballyshannon","ulster"
"42952",42953,"2012-03-16","cashelard, ballyshannon","donegal",145000,"No","No","Second-Hand Dwelling house /Apartment",2012,145000,"ballyshannon","ulster"
"46965",46966,"2012-05-31","65 assaroe view, ballyshannon","donegal",71000,"No","No","Second-Hand Dwelling house /Apartment",2012,71000,"ballyshannon","ulster"
"47800",47801,"2012-06-11","dunmuckrum, ballyshannon, co. donegal","donegal",117500,"No","No","Second-Hand Dwelling house /Apartment",2012,117500,"ballyshannon","ulster"
"47848",47849,"2012-06-12","6 errie street, ballyshannon","donegal",12000,"No","No","Second-Hand Dwelling house /Apartment",2012,12000,"ballyshannon","ulster"
"48398",48399,"2012-06-20","rossnowlagh, ballyshannon","donegal",265000,"No","No","Second-Hand Dwelling house /Apartment",2012,265000,"ballyshannon","ulster"
"55161",55162,"2012-09-26","ballynacarrick, station road, ballyshannon","donegal",120000,"No","No","Second-Hand Dwelling house /Apartment",2012,120000,"ballyshannon","ulster"
"55406",55407,"2012-09-28","carvangarden, ballyshannon","donegal",198590.3,"No","Yes","New Dwelling house /Apartment",2012,225399.9905,"ballyshannon","ulster"
"56618",56619,"2012-10-16","dobally, the knader, ballyshannon","donegal",145000,"No","No","Second-Hand Dwelling house /Apartment",2012,145000,"ballyshannon","ulster"
"58187",58188,"2012-11-05","coolcholly, ballyshannon","donegal",115000,"No","No","Second-Hand Dwelling house /Apartment",2012,115000,"ballyshannon","ulster"
"61528",61530,"2012-12-10","20 erne dale heights, ballyshannon","donegal",19400,"Yes","No","Second-Hand Dwelling house /Apartment",2012,19400,"ballyshannon","ulster"
"63782",63785,"2012-12-20","coolcholly, ballyshannon","donegal",153846,"No","No","Second-Hand Dwelling house /Apartment",2012,153846,"ballyshannon","ulster"
"65038",65041,"2013-01-09","market street, ballyshannon","donegal",45000,"No","No","Second-Hand Dwelling house /Apartment",2013,45000,"ballyshannon","ulster"
"65404",65407,"2013-01-16","corlea, ballyshannon","donegal",38000,"No","No","Second-Hand Dwelling house /Apartment",2013,38000,"ballyshannon","ulster"
"71531",71535,"2013-05-01","east port, ballyshannon","donegal",35000,"Yes","No","Second-Hand Dwelling house /Apartment",2013,35000,"ballyshannon","ulster"
"72057",72061,"2013-05-10","23 ernedale heights, ballyshannon","donegal",50000,"No","No","Second-Hand Dwelling house /Apartment",2013,50000,"ballyshannon","ulster"
"72855",72859,"2013-05-23","27 lawne park, ballyshannon","donegal",47990,"Yes","No","Second-Hand Dwelling house /Apartment",2013,47990,"ballyshannon","ulster"
"76428",76434,"2013-07-05","garvanagh, ballyshannon","donegal",1e+05,"No","No","Second-Hand Dwelling house /Apartment",2013,1e+05,"ballyshannon","ulster"
"88204",88214,"2013-11-14","tonery, ballyshannon","donegal",44500,"No","No","Second-Hand Dwelling house /Apartment",2013,44500,"ballyshannon","ulster"
"88591",88601,"2013-11-19","47 woodlands, ballyshannon, donegal","donegal",105000,"No","No","Second-Hand Dwelling house /Apartment",2013,105000,"ballyshannon","ulster"
"92388",92401,"2013-12-18","21 erndale heights, ballyshannon, co donegal","donegal",26990,"No","No","Second-Hand Dwelling house /Apartment",2013,26990,"ballyshannon","ulster"
"96166",96180,"2014-01-28","5 bachelors walk, ballyshannon, co donegal","donegal",83000,"No","No","Second-Hand Dwelling house /Apartment",2014,83000,"ballyshannon","ulster"
"96815",96829,"2014-02-04","6 rockview, carrickboy, ballyshannon","donegal",91500,"No","No","Second-Hand Dwelling house /Apartment",2014,91500,"ballyshannon","ulster"
"98706",98720,"2014-02-27","ardgillew, donegal rd, ballyshannon","donegal",230000,"No","No","Second-Hand Dwelling house /Apartment",2014,230000,"ballyshannon","ulster"
"107325",107340,"2014-05-30","pamar rise, cashelard, ballyshannon","donegal",125000,"No","No","Second-Hand Dwelling house /Apartment",2014,125000,"ballyshannon","ulster"
"110338",110354,"2014-06-27","14 lawne park, ballyshannon, donegal","donegal",24690,"Yes","No","Second-Hand Dwelling house /Apartment",2014,24690,"ballyshannon","ulster"
"111711",111727,"2014-07-09","2 castle park cottages, market yard, ballyshannon","donegal",66000,"No","No","Second-Hand Dwelling house /Apartment",2014,66000,"ballyshannon","ulster"
"113090",113106,"2014-07-16","portnason, ballyshannon, co donegal","donegal",62000,"No","No","Second-Hand Dwelling house /Apartment",2014,62000,"ballyshannon","ulster"
"113930",113946,"2014-07-23","ardgillew, cavangarden, ballyshannon","donegal",167000,"No","Yes","New Dwelling house /Apartment",2014,189545,"ballyshannon","ulster"
"117460",117478,"2014-08-22","45 west port, ballyshannon, donegal","donegal",51000,"No","No","Second-Hand Dwelling house /Apartment",2014,51000,"ballyshannon","ulster"
"120584",120603,"2014-09-17","3 riverside, cavangarden, ballyshannon","donegal",171806,"No","Yes","New Dwelling house /Apartment",2014,194999.81,"ballyshannon","ulster"
"121038",121057,"2014-09-19","abbeylands, ballyshannon, county donegal","donegal",88500,"No","No","Second-Hand Dwelling house /Apartment",2014,88500,"ballyshannon","ulster"
"127548",127572,"2014-11-06","6 station road, ballyshannon, county donegal","donegal",42000,"No","No","Second-Hand Dwelling house /Apartment",2014,42000,"ballyshannon","ulster"
"128577",128601,"2014-11-14","21 westport, ballyshannon, donegal","donegal",65000,"No","No","Second-Hand Dwelling house /Apartment",2014,65000,"ballyshannon","ulster"
"136391",136416,"2014-12-22","18 ardeelan cottages, rossnowlagh, ballyshannon","donegal",137399,"No","No","Second-Hand Dwelling house /Apartment",2014,137399,"ballyshannon","ulster"
"137182",137207,"2014-12-22","abbeylands, ballyshannon, co. donegal","donegal",36000,"No","No","Second-Hand Dwelling house /Apartment",2014,36000,"ballyshannon","ulster"
"137487",137512,"2014-12-22","manorview, portnason, ballyshannon","donegal",80000,"No","No","Second-Hand Dwelling house /Apartment",2014,80000,"ballyshannon","ulster"
"137573",137598,"2014-12-22","the mall, ballyshannon, donegal","donegal",32060,"No","No","Second-Hand Dwelling house /Apartment",2014,32060,"ballyshannon","ulster"
"137595",137620,"2014-12-22","wardtown, ballyshannon, donegal","donegal",150000,"No","No","Second-Hand Dwelling house /Apartment",2014,150000,"ballyshannon","ulster"
"138005",138030,"2014-12-23","apt.46 assaroe house, assaroe falls apartments, ballyshannon","donegal",1e+05,"No","No","New Dwelling house /Apartment",2014,1e+05,"ballyshannon","ulster"
"139252",139278,"2015-01-15","1 cluain barron, ballyshannon, donegal","donegal",40000,"No","No","Second-Hand Dwelling house /Apartment",2015,40000,"ballyshannon","ulster"
"143694",143721,"2015-02-17","creevy, rossnowlagh road, ballyshannon","donegal",1e+05,"No","No","Second-Hand Dwelling house /Apartment",2015,1e+05,"ballyshannon","ulster"
"143734",143761,"2015-02-18","17 east rock, ballyshannon, donegal","donegal",44000,"No","No","Second-Hand Dwelling house /Apartment",2015,44000,"ballyshannon","ulster"
"150266",150293,"2015-04-13","oran na mara, an caiseal ard, ballyshannon","donegal",155000,"No","No","Second-Hand Dwelling house /Apartment",2015,155000,"ballyshannon","ulster"
"151532",151559,"2015-04-23","2 woodlands, rossnowlagh rd, ballyshannon","donegal",170000,"No","No","Second-Hand Dwelling house /Apartment",2015,170000,"ballyshannon","ulster"
"151790",151817,"2015-04-24","8 east port, ballyshannon, donegal","donegal",40000,"No","No","Second-Hand Dwelling house /Apartment",2015,40000,"ballyshannon","ulster"
"151897",151924,"2015-04-27","14 east rock, ballyshannon, co donegal","donegal",35000,"No","No","Second-Hand Dwelling house /Apartment",2015,35000,"ballyshannon","ulster"
"154973",155000,"2015-05-20","cloghbolie, creevy, ballyshannon","donegal",203234,"No","No","Second-Hand Dwelling house /Apartment",2015,203234,"ballyshannon","ulster"
"155885",155912,"2015-05-27","roshin, cashelard, ballyshannon","donegal",50000,"No","Yes","New Dwelling house /Apartment",2015,56750,"ballyshannon","ulster"
"155896",155923,"2015-05-27","unshin, cashelard, ballyshannon","donegal",70000,"No","No","Second-Hand Dwelling house /Apartment",2015,70000,"ballyshannon","ulster"
"158127",158154,"2015-06-12","57 assaroe view, ballyshannon, donegal","donegal",66000,"No","No","Second-Hand Dwelling house /Apartment",2015,66000,"ballyshannon","ulster"
"160770",160799,"2015-07-01","44 assaroe view, ballyshannon, donegal","donegal",130000,"No","No","Second-Hand Dwelling house /Apartment",2015,130000,"ballyshannon","ulster"
"161563",161592,"2015-07-08","1 ballymacaward, creevy, ballyshannon","donegal",240000,"No","No","Second-Hand Dwelling house /Apartment",2015,240000,"ballyshannon","ulster"
"161827",161856,"2015-07-09","donegal rd, ballyshannon, donegal","donegal",120000,"No","No","Second-Hand Dwelling house /Apartment",2015,120000,"ballyshannon","ulster"
"162510",162539,"2015-07-15","aileach, donegal road, ballyshannon","donegal",72000,"No","No","Second-Hand Dwelling house /Apartment",2015,72000,"ballyshannon","ulster"
"163060",163089,"2015-07-20","13 bachlors walk, ballyshannon, co donegal","donegal",46000,"No","No","Second-Hand Dwelling house /Apartment",2015,46000,"ballyshannon","ulster"
"165260",165289,"2015-07-31","bishop st, ballyshannon, donegal","donegal",40000,"No","No","Second-Hand Dwelling house /Apartment",2015,40000,"ballyshannon","ulster"
"165305",165334,"2015-07-31","marymount, parkhill, ballyshannon","donegal",105000,"No","No","Second-Hand Dwelling house /Apartment",2015,105000,"ballyshannon","ulster"
"167503",167532,"2015-08-20","parkhill house, parkhill, ballyshannon","donegal",80000,"No","No","Second-Hand Dwelling house /Apartment",2015,80000,"ballyshannon","ulster"
"172019",172048,"2015-09-23","59 cluain barron, ballyshannon, donegal","donegal",30000,"Yes","No","Second-Hand Dwelling house /Apartment",2015,30000,"ballyshannon","ulster"
"173541",173571,"2015-10-02","ardeelan upper, rossnowlagh, ballyshannon","donegal",310000,"No","No","Second-Hand Dwelling house /Apartment",2015,310000,"ballyshannon","ulster"
"173729",173759,"2015-10-05","old school house, higginstown, ballyshannon","donegal",35000,"No","No","Second-Hand Dwelling house /Apartment",2015,35000,"ballyshannon","ulster"
"175509",175539,"2015-10-16","the old rectory, knather road, ballyshannon","donegal",80000,"No","No","Second-Hand Dwelling house /Apartment",2015,80000,"ballyshannon","ulster"
"176157",176187,"2015-10-21","tober, ballyshannon","donegal",110000,"No","Yes","New Dwelling house /Apartment",2015,124850,"ballyshannon","ulster"
"180847",180879,"2015-11-25","61 cluain barron, ballyshannon, donegal","donegal",47500,"No","No","Second-Hand Dwelling house /Apartment",2015,47500,"ballyshannon","ulster"
"181106",181138,"2015-11-26","parkandy cottage, the knather, ballyshannon","donegal",105000,"No","No","Second-Hand Dwelling house /Apartment",2015,105000,"ballyshannon","ulster"
"181860",181892,"2015-12-01","7 station rd, ballyshannon, donegal","donegal",55000,"No","No","Second-Hand Dwelling house /Apartment",2015,55000,"ballyshannon","ulster"
"185046",185079,"2015-12-17","drumnagroagh, ballyshannon","donegal",21400,"No","Yes","New Dwelling house /Apartment",2015,24289,"ballyshannon","ulster"
"185693",185726,"2015-12-18","kilbarron, rossnowlagh, ballyshannon","donegal",195000,"No","No","Second-Hand Dwelling house /Apartment",2015,195000,"ballyshannon","ulster"
"185781",185814,"2015-12-20","18 ardeelan cottages, rossnowlagh, ballyshannon","donegal",171000,"No","No","Second-Hand Dwelling house /Apartment",2015,171000,"ballyshannon","ulster"
"186216",186249,"2015-12-21","corker lane, rosnowlagh, ballyshannon","donegal",118000,"No","No","Second-Hand Dwelling house /Apartment",2015,118000,"ballyshannon","ulster"
"186651",186684,"2015-12-22","43 woodlands, ballyshannon, donegal","donegal",1e+05,"No","No","Second-Hand Dwelling house /Apartment",2015,1e+05,"ballyshannon","ulster"
"186910",186943,"2015-12-22","duwes view, carrickboy, ballyshannon","donegal",110000,"No","No","Second-Hand Dwelling house /Apartment",2015,110000,"ballyshannon","ulster"
"187076",187109,"2015-12-23","21 woodlands, rossnowlagh rd, ballyshannon","donegal",75000,"No","No","Second-Hand Dwelling house /Apartment",2015,75000,"ballyshannon","ulster"
"187880",187913,"2016-01-11","2 east rock, ballyshannon, co donegal","donegal",35000,"No","No","Second-Hand Dwelling house /Apartment",2016,35000,"ballyshannon","ulster"
"188814",188848,"2016-01-20","dunmuckrum, ballyshannon, co donegal","donegal",30000,"No","No","Second-Hand Dwelling house /Apartment",2016,30000,"ballyshannon","ulster"
"189524",189558,"2016-01-27","4 ardeelan cottages, rosnowlagh, ballyshannon","donegal",230000,"No","No","Second-Hand Dwelling house /Apartment",2016,230000,"ballyshannon","ulster"
"189570",189604,"2016-01-27","donegal road, ballyshannon, co donegal","donegal",21000,"No","No","Second-Hand Dwelling house /Apartment",2016,21000,"ballyshannon","ulster"
"190143",190177,"2016-02-01","mullac na si, bishops street, ballyshannon","donegal",16240,"Yes","No","Second-Hand Dwelling house /Apartment",2016,16240,"ballyshannon","ulster"
"190941",190975,"2016-02-08","cashelard, cavangarden, ballyshannon","donegal",87000,"No","Yes","New Dwelling house /Apartment",2016,98745,"ballyshannon","ulster"
"191276",191310,"2016-02-11","2 brookside cottage, eastport, ballyshannon","donegal",55000,"No","No","Second-Hand Dwelling house /Apartment",2016,55000,"ballyshannon","ulster"
"191298",191332,"2016-02-11","3 brookside cottage, eastport, ballyshannon","donegal",55000,"No","No","Second-Hand Dwelling house /Apartment",2016,55000,"ballyshannon","ulster"
"192806",192840,"2016-02-22","templenew house, belleek rd, ballyshannon","donegal",150000,"No","No","Second-Hand Dwelling house /Apartment",2016,150000,"ballyshannon","ulster"
"194495",194529,"2016-03-07","1 brookside cottage, eastport, ballyshannon","donegal",45000,"No","No","Second-Hand Dwelling house /Apartment",2016,45000,"ballyshannon","ulster"
"195390",195425,"2016-03-14","coolcholly, ballyshannon, co donegal","donegal",165000,"No","No","Second-Hand Dwelling house /Apartment",2016,165000,"ballyshannon","ulster"
"196291",196326,"2016-03-22","barr iarrac, kildoney, ballyshannon","donegal",265000,"No","No","Second-Hand Dwelling house /Apartment",2016,265000,"ballyshannon","ulster"
"199075",199112,"2016-04-15","tonragee, ballyshannon, co donegal","donegal",85000,"No","No","Second-Hand Dwelling house /Apartment",2016,85000,"ballyshannon","ulster"
"199579",199616,"2016-04-21","6 st marians terrace, clyhore, ballyshannon","donegal",53500,"No","No","Second-Hand Dwelling house /Apartment",2016,53500,"ballyshannon","ulster"
"199581",199618,"2016-04-21","60 erne st, ballyshannon, donegal","donegal",29000,"No","No","Second-Hand Dwelling house /Apartment",2016,29000,"ballyshannon","ulster"
"200020",200057,"2016-04-25","tonregee, rossnowlagh rd, ballyshannon","donegal",215000,"No","No","Second-Hand Dwelling house /Apartment",2016,215000,"ballyshannon","ulster"
"200591",200628,"2016-04-29","15 rockview, carrickboy, ballyshannon","donegal",99000,"No","No","Second-Hand Dwelling house /Apartment",2016,99000,"ballyshannon","ulster"
"202067",202104,"2016-05-11","the forge, rossnowlagh road, ballyshannon","donegal",81000,"No","No","Second-Hand Dwelling house /Apartment",2016,81000,"ballyshannon","ulster"
"202403",202440,"2016-05-13","7 ardmore court, upper main st, ballyshannon","donegal",45000,"No","No","Second-Hand Dwelling house /Apartment",2016,45000,"ballyshannon","ulster"
"203471",203508,"2016-05-20","the mall, ballyshannon, co donegal","donegal",130000,"Yes","No","Second-Hand Dwelling house /Apartment",2016,130000,"ballyshannon","ulster"
"203899",203937,"2016-05-25","89 college st, ballyshannon, donegal","donegal",84000,"No","No","Second-Hand Dwelling house /Apartment",2016,84000,"ballyshannon","ulster"
"204752",204790,"2016-05-31","lissahully, ballyshannon, donegal","donegal",120000,"No","No","Second-Hand Dwelling house /Apartment",2016,120000,"ballyshannon","ulster"
"205873",205911,"2016-06-09","the mall, ballyshannon, donegal","donegal",46000,"No","No","Second-Hand Dwelling house /Apartment",2016,46000,"ballyshannon","ulster"
"209249",209287,"2016-07-04","higginstown, ballyshannon","donegal",123348,"No","Yes","New Dwelling house /Apartment",2016,139999.98,"ballyshannon","ulster"
"209831",209869,"2016-07-08","12 cluain barron, ballyshannon, donegal","donegal",57000,"No","No","Second-Hand Dwelling house /Apartment",2016,57000,"ballyshannon","ulster"
"211297",211335,"2016-07-19","coolcholly, ballyshannon, donegal","donegal",196000,"No","No","Second-Hand Dwelling house /Apartment",2016,196000,"ballyshannon","ulster"
"213837",213875,"2016-08-05","40 saimer dr, ballyshannon, donegal","donegal",76000,"No","No","Second-Hand Dwelling house /Apartment",2016,76000,"ballyshannon","ulster"
"215469",215507,"2016-08-18","mullac na si, bishops street, ballyshannon","donegal",136415,"Yes","No","Second-Hand Dwelling house /Apartment",2016,136415,"ballyshannon","ulster"
"215715",215753,"2016-08-19","higginstown, ballyshannon, donegal","donegal",210000,"No","No","Second-Hand Dwelling house /Apartment",2016,210000,"ballyshannon","ulster"
"217729",217768,"2016-09-02","east port, ballyshannon, co donegal","donegal",40000,"No","No","Second-Hand Dwelling house /Apartment",2016,40000,"ballyshannon","ulster"
"219012",219051,"2016-09-13","sheegys, ballyshannon, donegal","donegal",245000,"No","No","Second-Hand Dwelling house /Apartment",2016,245000,"ballyshannon","ulster"
"219290",219329,"2016-09-15","44 cluain barron, ballyshannon, co donegal","donegal",55000,"No","No","Second-Hand Dwelling house /Apartment",2016,55000,"ballyshannon","ulster"
"219643",219683,"2016-09-16","dunmuckrum, ballyshannon, county donegal","donegal",21500,"No","No","Second-Hand Dwelling house /Apartment",2016,21500,"ballyshannon","ulster"
"223771",223812,"2016-10-14","apt.8 - bakers court, ballyshannon, co donegal","donegal",36000,"No","No","Second-Hand Dwelling house /Apartment",2016,36000,"ballyshannon","ulster"
"227369",227410,"2016-11-08","derrynaseer, ballyshannon, co donegal","donegal",77000,"No","No","Second-Hand Dwelling house /Apartment",2016,77000,"ballyshannon","ulster"
"228218",228259,"2016-11-14","apartment 1, allingham court, castlestreet ballyshannon","donegal",132000,"No","No","Second-Hand Dwelling house /Apartment",2016,132000,"ballyshannon","ulster"
"228659",228700,"2016-11-17","14 westport, ballyshannon, donegal","donegal",35000,"No","No","Second-Hand Dwelling house /Apartment",2016,35000,"ballyshannon","ulster"
"229347",229388,"2016-11-22","1 castle park cottages, market yard, ballyshannon","donegal",36000,"No","No","Second-Hand Dwelling house /Apartment",2016,36000,"ballyshannon","ulster"
"229478",229519,"2016-11-22","cavangarden, ballyshannon, donegal","donegal",220000,"No","No","Second-Hand Dwelling house /Apartment",2016,220000,"ballyshannon","ulster"
"232171",232212,"2016-12-07","portnason, ballyshannon, donegal","donegal",86000,"No","No","Second-Hand Dwelling house /Apartment",2016,86000,"ballyshannon","ulster"
"233135",233176,"2016-12-13","1 bakers court, ballyshannon, county donegal","donegal",30000,"No","No","Second-Hand Dwelling house /Apartment",2016,30000,"ballyshannon","ulster"
"233550",233591,"2016-12-14","4 ardmore court, upper main st, ballyshannon","donegal",28600,"No","No","Second-Hand Dwelling house /Apartment",2016,28600,"ballyshannon","ulster"
"233589",233630,"2016-12-14","6 ardmore court, upper main st, ballyshannon","donegal",28600,"No","No","Second-Hand Dwelling house /Apartment",2016,28600,"ballyshannon","ulster"
"233665",233706,"2016-12-14","creevy, ballyshannon, donegal","donegal",235000,"No","No","Second-Hand Dwelling house /Apartment",2016,235000,"ballyshannon","ulster"
"234708",234750,"2016-12-16","tullyhorky, ballyshannon, donegal","donegal",212000,"No","No","Second-Hand Dwelling house /Apartment",2016,212000,"ballyshannon","ulster"
"235219",235263,"2016-12-20","1 ardmore court, ballyshannon, co donegal","donegal",29000,"No","No","Second-Hand Dwelling house /Apartment",2016,29000,"ballyshannon","ulster"
"235368",235412,"2016-12-20","3 ardmore court, ballyshannon, co donegal","donegal",34500,"No","No","Second-Hand Dwelling house /Apartment",2016,34500,"ballyshannon","ulster"
"237809",237853,"2017-01-11","6 castle street, ballyshannon, county donegal","donegal",40000,"No","No","Second-Hand Dwelling house /Apartment",2017,40000,"ballyshannon","ulster"
"239037",239081,"2017-01-20","tober, cashelard, ballyshannon","donegal",75000,"No","Yes","New Dwelling house /Apartment",2017,85125,"ballyshannon","ulster"
"239432",239476,"2017-01-25","ballymacaward, ballyshannon, donegal","donegal",275000,"No","No","Second-Hand Dwelling house /Apartment",2017,275000,"ballyshannon","ulster"
"241181",241225,"2017-02-08","coolcholly, ballure lane, ballyshannon","donegal",1e+05,"No","No","Second-Hand Dwelling house /Apartment",2017,1e+05,"ballyshannon","ulster"
"242667",242711,"2017-02-20","2 ardmore court, ballyshannon, donegal","donegal",39000,"No","No","Second-Hand Dwelling house /Apartment",2017,39000,"ballyshannon","ulster"
"244360",244404,"2017-03-03","68 assaroe view, ballyshannon, donegal","donegal",130000,"No","No","Second-Hand Dwelling house /Apartment",2017,130000,"ballyshannon","ulster"
"244362",244406,"2017-03-03","68 ernedale heights, ballyshannon, donegal","donegal",78000,"No","No","Second-Hand Dwelling house /Apartment",2017,78000,"ballyshannon","ulster"
"244810",244854,"2017-03-07","creevy, ballyshannon, co. donegal","donegal",156000,"No","No","Second-Hand Dwelling house /Apartment",2017,156000,"ballyshannon","ulster"
"246970",247014,"2017-03-24","39 erne dale heights, ballyshannon, donegal","donegal",78000,"No","No","Second-Hand Dwelling house /Apartment",2017,78000,"ballyshannon","ulster"
"247716",247761,"2017-03-30","45 woodlands, ballyshannon, donegal","donegal",130000,"No","No","Second-Hand Dwelling house /Apartment",2017,130000,"ballyshannon","ulster"
